P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-2399.01,Hot,rocky-iron,0.26,0.69,0.55,1160.3,1.92,0.03,Cyg,0,2015
KOI-2400.01,Hot,rocky-iron,23.16,2.42,3.95,807.7,11.62,0.10,Cyg,0,2015
KOI-2401.01,Hot,rocky-iron,3.17,1.46,1.49,397.8,38.23,0.19,Cyg,0,2015
KOI-2402.01,Hot,rocky-iron,2.16,1.31,1.26,593.4,16.30,0.12,Lyr,0,2015
KOI-2403.01,Hot,rocky-iron,1.23,1.11,1.00,886.3,13.32,0.11,Lyr,0,2015
KOI-2404.01,Hot,rocky-iron,1.79,1.24,1.16,1413.8,2.10,0.03,Lyr,0,2015
KOI-2406.01,Hot,rocky-iron,4.11,1.57,1.67,1086.3,7.01,0.07,Lyr,0,2015
KOI-2407.01,Hot,rocky-iron,2.47,1.36,1.33,771.9,17.29,0.13,Cyg,0,2015
KOI-2408.01,Hot,rocky-iron,14.11,2.16,3.02,439.7,94.29,0.38,Lyr,0,2015
KOI-2409.01,Hot,rocky-iron,3.24,1.47,1.50,1806.3,0.58,0.01,Cyg,0,2015
KOI-2413.01,Hot,rocky-iron,2.66,1.39,1.38,602.1,12.90,0.09,Lyr,0,2015
KOI-2413.02,Hot,rocky-iron,2.66,1.39,1.38,458.2,31.20,0.17,Lyr,0,2015
KOI-2414.01,Hot,rocky-iron,1.27,1.12,1.01,654.3,22.60,0.14,Lyr,0,2015
KOI-2414.02,Hot,rocky-iron,1.60,1.20,1.11,526.9,45.35,0.23,Lyr,0,2015
KOI-2415.01,Hot,rocky-iron,13.84,2.15,2.99,1139.8,5.25,0.06,Cyg,0,2015
KOI-2416.01,Hot,rocky-iron,2.94,1.43,1.44,1050.1,5.91,0.07,Lyr,0,2015
KOI-2418.01,Warm,rocky-iron,1.27,1.12,1.01,230.8,86.83,0.29,Cyg,1,2015
KOI-2420.01,Hot,rocky-iron,2.05,1.29,1.23,844.8,10.42,0.09,Lyr,0,2015
KOI-2420.02,Hot,rocky-iron,0.55,0.87,0.73,1032.3,5.47,0.06,Lyr,0,2015
KOI-2421.01,Hot,rocky-iron,0.10,0.51,0.39,925.4,2.27,0.03,Cyg,0,2015
KOI-2421.02,Hot,rocky-iron,0.09,0.49,0.37,768.8,4.02,0.04,Cyg,0,2015
KOI-2422.01,Hot,rocky-iron,13.05,2.12,2.90,629.4,26.78,0.17,Cyg,0,2015
KOI-2422.02,Hot,rocky-iron,9.32,1.95,2.45,496.8,57.39,0.28,Cyg,0,2015
KOI-2423.01,Hot,rocky-iron,20.67,2.36,3.71,652.4,45.13,0.26,Cyg,0,2015
KOI-2426.01,Hot,rocky-iron,0.25,0.68,0.54,1012.8,4.16,0.05,Lyr,0,2015
KOI-2432.01,Hot,rocky-iron,8.77,1.92,2.38,531.0,31.06,0.18,Cyg,0,2015
KOI-2433.03,Hot,rocky-iron,24.97,2.46,4.13,598.3,56.41,0.30,Cyg,0,2015
KOI-2433.04,Hot,rocky-iron,10.94,2.03,2.65,738.6,27.90,0.19,Cyg,0,2015
KOI-2433.06,Hot,rocky-iron,4.82,1.64,1.79,1194.1,6.06,0.07,Cyg,0,2015
KOI-2435.01,Hot,rocky-iron,1.74,1.23,1.15,930.6,6.80,0.07,Lyr,0,2015
KOI-2437.01,Hot,rocky-iron,4.11,1.57,1.67,1349.1,4.15,0.05,Cyg,0,2015
KOI-2439.01,Hot,rocky-iron,11.84,2.07,2.76,1237.8,5.19,0.06,Cyg,0,2015
KOI-2439.02,Hot,rocky-iron,1.84,1.25,1.18,1090.1,7.50,0.08,Cyg,0,2015
KOI-2440.01,Hot,rocky-iron,1.35,1.14,1.04,1086.0,4.87,0.05,Lyr,0,2015
KOI-2442.01,Hot,rocky-iron,6.55,1.78,2.07,544.9,25.19,0.15,Cyg,0,2015
KOI-2442.02,Hot,rocky-iron,1.89,1.26,1.19,674.1,12.31,0.10,Cyg,0,2015
KOI-2443.01,Hot,rocky-iron,1.12,1.08,0.96,1106.3,6.79,0.07,Lyr,0,2015
KOI-2443.02,Hot,rocky-iron,1.05,1.06,0.94,924.4,11.84,0.10,Lyr,0,2015
KOI-2445.01,Hot,rocky-iron,25.93,2.48,4.22,530.7,47.36,0.25,Lyr,0,2015
KOI-2449.02,Hot,rocky-iron,1.02,1.05,0.93,1881.7,0.91,0.02,Cyg,0,2015
KOI-2450.01,Hot,rocky-iron,4.82,1.64,1.79,725.6,16.83,0.12,Cyg,0,2015
KOI-2450.02,Hot,rocky-iron,0.96,1.03,0.90,942.1,7.19,0.07,Cyg,0,2015
KOI-2453.01,Hot,rocky-iron,3.83,1.54,1.62,751.9,1.53,0.02,Cyg,0,2015
KOI-2457.01,Hot,rocky-iron,1.39,1.15,1.05,1667.6,3.70,0.05,Lyr,0,2015
KOI-2458.01,Hot,rocky-iron,4.02,1.56,1.65,1082.6,4.35,0.05,Lyr,0,2015
KOI-2458.02,Hot,rocky-iron,4.82,1.64,1.79,1230.1,2.94,0.04,Lyr,0,2015
KOI-2460.01,Hot,rocky-iron,1.74,1.23,1.15,589.7,11.32,0.08,Cyg,0,2015
KOI-2461.01,Hot,rocky-iron,22.30,2.40,3.87,728.1,13.71,0.11,Cyg,0,2015
KOI-2462.01,Hot,rocky-iron,1.35,1.14,1.04,945.5,12.15,0.11,Cyg,0,2015
KOI-2463.01,Hot,rocky-iron,1.43,1.16,1.06,1094.7,7.47,0.08,Cyg,0,2015
KOI-2466.01,Hot,rocky-iron,0.64,0.91,0.77,861.1,3.17,0.04,Lyr,0,2015
KOI-2466.02,Hot,rocky-iron,0.76,0.96,0.82,547.1,13.30,0.09,Lyr,0,2015
KOI-2467.01,Hot,rocky-iron,1.56,1.19,1.10,1084.2,5.06,0.06,Cyg,0,2015
KOI-2468.01,Hot,rocky-iron,7.13,1.82,2.15,689.4,24.33,0.17,Cyg,0,2015
KOI-2471.01,Hot,rocky-iron,4.21,1.58,1.69,617.4,25.89,0.16,Lyr,0,2015
KOI-2472.01,Hot,rocky-iron,14.95,2.19,3.12,1490.5,2.61,0.04,Lyr,0,2015
KOI-2473.01,Hot,rocky-iron,4.21,1.58,1.69,1088.7,3.24,0.04,Cyg,0,2015
KOI-2473.03,Hot,rocky-iron,3.09,1.45,1.47,674.9,14.51,0.11,Cyg,0,2015
KOI-2477.01,Hot,rocky-iron,19.91,2.34,3.64,870.6,14.03,0.12,Lyr,0,2015
KOI-2479.01,Hot,rocky-iron,8.77,1.92,2.38,813.7,25.54,0.17,Cyg,0,2015
KOI-2480.01,Hot,rocky-iron,2.16,1.31,1.26,1217.9,0.67,0.01,Cyg,0,2015
KOI-2482.01,Hot,rocky-iron,7.75,1.86,2.24,530.1,45.09,0.25,Cyg,0,2015
KOI-2483.01,Hot,rocky-iron,1.94,1.27,1.21,701.6,15.05,0.11,Cyg,0,2015
KOI-2484.01,Hot,rocky-iron,1.84,1.25,1.18,514.2,68.89,0.31,Lyr,0,2015
KOI-2485.01,Hot,rocky-iron,3.83,1.54,1.62,718.5,9.99,0.08,Dra,0,2015
KOI-2485.02,Hot,rocky-iron,2.22,1.32,1.28,991.3,3.60,0.04,Dra,0,2015
KOI-2485.03,Hot,rocky-iron,2.40,1.35,1.32,854.3,5.73,0.06,Dra,0,2015
KOI-2486.01,Hot,rocky-iron,2.94,1.43,1.44,1408.7,4.27,0.05,Lyr,0,2015
KOI-2487.01,Hot,rocky-iron,10.72,2.02,2.63,617.2,36.29,0.22,Cyg,0,2015
KOI-2488.01,Hot,rocky-iron,2.73,1.40,1.39,1010.2,12.41,0.11,Cyg,0,2015
KOI-2489.01,Hot,rocky-iron,8.77,1.92,2.38,1120.8,3.92,0.05,Cyg,0,2015
KOI-2490.01,Hot,rocky-iron,15.54,2.21,3.18,653.2,11.61,0.09,Cyg,0,2015
KOI-2491.01,Hot,rocky-iron,3.92,1.55,1.63,1291.9,2.67,0.04,Cyg,0,2015
KOI-2492.01,Hot,rocky-iron,0.49,0.84,0.69,1875.2,0.98,0.02,Dra,0,2015
KOI-2493.01,Hot,rocky-iron,3.32,1.48,1.52,1739.3,0.66,0.01,Cyg,0,2015
KOI-2494.01,Hot,rocky-iron,3.09,1.45,1.47,711.7,19.12,0.13,Cyg,0,2015
KOI-2497.01,Hot,rocky-iron,22.72,2.41,3.91,457.9,48.43,0.25,Dra,0,2015
KOI-2498.01,Hot,rocky-iron,0.39,0.78,0.63,814.6,6.74,0.06,Lyr,0,2015
KOI-2498.02,Hot,rocky-iron,0.44,0.81,0.66,659.6,13.06,0.10,Lyr,0,2015
KOI-2503.01,Hot,rocky-iron,0.84,0.99,0.86,588.9,14.82,0.11,Cyg,0,2015
KOI-2506.01,Hot,rocky-iron,8.59,1.91,2.35,997.3,8.68,0.08,Lyr,0,2015
KOI-2507.01,Hot,rocky-iron,13.31,2.13,2.93,889.2,11.13,0.10,Cyg,0,2015
KOI-2508.01,Hot,rocky-iron,4.40,1.60,1.72,862.4,7.10,0.07,Cyg,0,2015
KOI-2509.01,Hot,rocky-iron,1.35,1.14,1.04,954.0,4.55,0.05,Lyr,0,2015
KOI-2516.01,Hot,rocky-iron,1.65,1.21,1.12,1637.1,2.81,0.04,Cyg,0,2015
KOI-2517.01,Hot,rocky-iron,0.84,0.99,0.86,1854.7,0.97,0.02,Cyg,0,2015
KOI-2519.01,Hot,rocky-iron,1.35,1.14,1.04,682.6,4.79,0.05,Lyr,0,2015
KOI-2520.01,Hot,rocky-iron,3.24,1.47,1.50,771.3,6.49,0.06,Lyr,0,2015
KOI-2521.02,Hot,rocky-iron,4.02,1.56,1.65,921.1,4.87,0.05,Lyr,0,2015
KOI-2522.01,Hot,rocky-iron,23.60,2.43,4.00,1191.2,5.60,0.06,Cyg,0,2015
KOI-2523.01,Hot,rocky-iron,15.24,2.20,3.15,746.0,13.03,0.11,Cyg,0,2015
KOI-2523.02,Hot,rocky-iron,2.28,1.33,1.29,1231.2,2.61,0.04,Cyg,0,2015
KOI-2524.01,Hot,rocky-iron,13.57,2.14,2.96,656.8,40.99,0.24,Lyr,0,2015
KOI-2525.01,Hot,rocky-iron,13.31,2.13,2.93,401.5,57.29,0.26,Lyr,0,2015
KOI-2527.01,Hot,rocky-iron,0.12,0.54,0.41,1012.1,1.39,0.02,Lyr,0,2015
KOI-2529.01,Hot,rocky-iron,5.51,1.70,1.91,464.8,16.80,0.10,Cyg,0,2015
KOI-2529.02,Warm,rocky-iron,8.41,1.90,2.33,314.9,64.00,0.25,Cyg,1,2015
KOI-2530.01,Hot,rocky-iron,3.83,1.54,1.62,643.7,37.33,0.22,Lyr,0,2015
KOI-2531.01,Hot,rocky-iron,11.16,2.04,2.68,566.3,17.70,0.12,Cyg,0,2015
KOI-2532.01,Hot,rocky-iron,8.07,1.88,2.28,804.0,7.97,0.08,Lyr,0,2015
KOI-2534.01,Hot,rocky-iron,1.60,1.20,1.11,1386.4,3.03,0.04,Lyr,0,2015
KOI-2534.02,Hot,rocky-iron,0.93,1.02,0.89,1145.2,5.42,0.06,Lyr,0,2015
KOI-2535.01,Hot,rocky-iron,2.60,1.38,1.36,423.2,48.89,0.23,Lyr,0,2015
KOI-2536.01,Hot,rocky-iron,22.72,2.41,3.91,591.1,51.13,0.27,Lyr,0,2015
KOI-2538.01,Hot,rocky-iron,2.00,1.28,1.22,438.0,39.83,0.20,Lyr,0,2015
KOI-2541.01,Hot,rocky-iron,15.54,2.21,3.18,1346.8,7.42,0.08,Cyg,0,2015
KOI-2541.02,Hot,rocky-iron,21.47,2.38,3.79,975.4,20.49,0.16,Cyg,0,2015
KOI-2542.01,Hot,rocky-iron,0.16,0.59,0.46,803.5,0.73,0.01,Lyr,0,2015
KOI-2543.01,Hot,rocky-iron,1.69,1.22,1.14,1313.0,1.30,0.02,Cyg,0,2015
KOI-2545.01,Hot,rocky-iron,2.16,1.31,1.26,1434.2,6.98,0.08,Lyr,0,2015
KOI-2547.01,Hot,rocky-iron,3.49,1.50,1.55,984.6,8.94,0.08,Cyg,0,2015
KOI-2548.01,Hot,rocky-iron,1.79,1.24,1.16,1478.3,0.83,0.02,Lyr,0,2015
KOI-2550.01,Hot,rocky-iron,12.80,2.11,2.88,729.0,18.02,0.13,Cyg,0,2015
KOI-2551.01,Hot,rocky-iron,5.63,1.71,1.93,583.7,16.48,0.12,Cyg,0,2015
KOI-2552.01,Hot,rocky-iron,1.56,1.19,1.10,1355.1,3.66,0.05,Cyg,0,2015
KOI-2553.01,Hot,rocky-iron,17.43,2.27,3.38,372.5,88.07,0.36,Cyg,0,2015
KOI-2554.02,Hot,rocky-iron,0.73,0.95,0.81,540.7,10.27,0.07,Cyg,0,2015
KOI-2555.01,Hot,rocky-iron,1.16,1.09,0.97,942.8,12.57,0.11,Lyr,0,2015
KOI-2556.01,Hot,rocky-iron,2.22,1.32,1.28,511.3,40.84,0.21,Cyg,0,2015
KOI-2559.01,Hot,rocky-iron,1.43,1.16,1.06,947.9,9.31,0.09,Lyr,0,2015
KOI-2560.01,Hot,rocky-iron,18.45,2.30,3.49,591.2,18.12,0.12,Cyg,0,2015
KOI-2561.01,Hot,rocky-iron,0.37,0.77,0.62,1241.0,3.24,0.04,Lyr,0,2015
KOI-2563.01,Hot,rocky-iron,3.02,1.44,1.45,776.3,23.48,0.16,Lyr,0,2015
KOI-2564.01,Hot,rocky-iron,5.04,1.66,1.83,554.1,66.56,0.33,Cyg,0,2015
KOI-2564.02,Hot,rocky-iron,0.76,0.96,0.82,830.0,17.66,0.14,Cyg,0,2015
KOI-2569.01,Hot,rocky-iron,2.22,1.32,1.28,971.3,8.28,0.08,Cyg,0,2015
KOI-2571.01,Hot,rocky-iron,0.66,0.92,0.78,1614.7,0.83,0.02,Cyg,0,2015
KOI-2572.01,Hot,rocky-iron,15.24,2.20,3.15,982.3,6.38,0.07,Lyr,0,2015
KOI-2579.01,Hot,rocky-iron,2.05,1.29,1.23,1472.5,2.73,0.04,Cyg,0,2015
KOI-2579.02,Hot,rocky-iron,2.22,1.32,1.28,1346.7,3.60,0.05,Cyg,0,2015
KOI-2579.03,Hot,rocky-iron,5.04,1.66,1.83,963.3,10.30,0.09,Cyg,0,2015
KOI-2580.01,Hot,rocky-iron,5.39,1.69,1.89,1163.9,3.12,0.04,Cyg,0,2015
KOI-2581.01,Hot,rocky-iron,0.59,0.89,0.75,745.7,12.74,0.11,Cyg,0,2015
KOI-2582.01,Hot,rocky-iron,16.14,2.23,3.25,662.4,40.03,0.24,Cyg,0,2015
KOI-2583.01,Hot,rocky-iron,0.18,0.61,0.47,1222.2,3.03,0.04,Lyr,0,2015
KOI-2585.01,Hot,rocky-iron,1.56,1.19,1.10,1394.6,5.34,0.06,Lyr,0,2015
KOI-2585.02,Hot,rocky-iron,2.16,1.31,1.26,1124.5,10.42,0.10,Lyr,0,2015
KOI-2585.03,Hot,rocky-iron,1.05,1.06,0.94,1227.6,7.88,0.08,Lyr,0,2015
KOI-2586.01,Hot,rocky-iron,4.93,1.65,1.81,1423.9,2.13,0.03,Cyg,0,2015
KOI-2587.01,Hot,rocky-iron,2.05,1.29,1.23,800.1,12.95,0.11,Cyg,0,2015
KOI-2588.01,Hot,rocky-iron,2.34,1.34,1.30,615.0,5.78,0.05,Cyg,0,2015
KOI-2589.01,Hot,rocky-iron,1.56,1.19,1.10,1745.0,0.66,0.01,Cyg,0,2015
KOI-2590.02,Hot,rocky-iron,1.51,1.18,1.09,928.3,22.79,0.17,Cyg,0,2015
KOI-2592.01,Hot,rocky-iron,18.45,2.30,3.49,394.9,175.61,0.63,Lyr,0,2015
KOI-2593.01,Hot,rocky-iron,2.73,1.40,1.39,1031.7,14.80,0.13,Lyr,0,2015
KOI-2594.01,Hot,rocky-iron,23.60,2.43,4.00,937.5,11.25,0.10,Lyr,0,2015
KOI-2595.01,Hot,rocky-iron,3.57,1.51,1.57,1267.0,9.18,0.09,Cyg,0,2015
KOI-2595.02,Hot,rocky-iron,2.73,1.40,1.39,1089.5,14.61,0.13,Cyg,0,2015
KOI-2597.01,Hot,rocky-iron,5.75,1.72,1.95,1104.9,8.01,0.08,Cyg,0,2015
KOI-2597.02,Hot,rocky-iron,6.98,1.81,2.13,968.3,12.13,0.11,Cyg,0,2015
KOI-2597.03,Hot,rocky-iron,3.49,1.50,1.55,1236.1,5.61,0.06,Cyg,0,2015
KOI-2598.01,Hot,rocky-iron,2.22,1.32,1.28,651.4,29.23,0.19,Cyg,0,2015
KOI-2602.01,Hot,rocky-iron,3.32,1.48,1.52,849.5,11.48,0.10,Cyg,0,2015
KOI-2603.01,Hot,rocky-iron,4.11,1.57,1.67,587.3,73.71,0.36,Lyr,0,2015
KOI-2607.01,Hot,rocky-iron,3.41,1.49,1.53,1970.2,0.75,0.02,Lyr,0,2015
KOI-2608.01,Hot,rocky-iron,8.07,1.88,2.28,2059.2,2.76,0.04,Lyr,0,2015
KOI-2612.01,Hot,rocky-iron,0.13,0.55,0.42,1050.0,4.61,0.05,Cyg,0,2015
KOI-2612.02,Hot,rocky-iron,0.12,0.54,0.41,893.6,7.57,0.07,Cyg,0,2015
KOI-2614.01,Hot,rocky-iron,1.39,1.15,1.05,909.8,7.99,0.08,Cyg,0,2015
KOI-2615.01,Hot,rocky-iron,3.66,1.52,1.58,1137.3,4.70,0.06,Cyg,0,2015
KOI-2617.01,Hot,rocky-iron,4.11,1.57,1.67,780.6,8.63,0.08,Lyr,0,2015
KOI-2619.01,Hot,rocky-iron,8.41,1.90,2.33,1241.4,3.28,0.04,Lyr,0,2015
KOI-2623.01,Hot,rocky-iron,0.61,0.90,0.76,1244.5,5.58,0.07,Cyg,0,2015
KOI-2623.02,Hot,rocky-iron,0.21,0.64,0.50,1378.8,4.03,0.05,Cyg,0,2015
KOI-2625.01,Hot,rocky-iron,3.49,1.50,1.55,1079.2,3.81,0.05,Cyg,0,2015
KOI-2626.01,Warm,rocky-iron,1.27,1.12,1.01,263.4,38.10,0.16,Cyg,1,2015
KOI-2627.01,Hot,rocky-iron,0.99,1.04,0.91,904.0,8.38,0.08,Cyg,0,2015
KOI-2628.01,Hot,rocky-iron,0.81,0.98,0.85,1713.4,1.68,0.03,Cyg,0,2015
KOI-2631.01,Hot,rocky-iron,3.32,1.48,1.52,629.1,45.00,0.24,Lyr,0,2015
KOI-2632.01,Hot,rocky-iron,0.99,1.04,0.91,1293.9,7.13,0.08,Dra,0,2015
KOI-2634.01,Hot,rocky-iron,25.45,2.47,4.17,634.7,19.94,0.14,Lyr,0,2015
KOI-2635.01,Hot,rocky-iron,1.05,1.06,0.94,831.1,22.24,0.16,Lyr,0,2015
KOI-2636.01,Hot,rocky-iron,0.99,1.04,0.91,1543.0,3.88,0.05,Lyr,0,2015
KOI-2636.02,Hot,rocky-iron,0.20,0.63,0.49,1075.6,5.18,0.06,Lyr,0,2015
KOI-2637.01,Hot,rocky-iron,0.93,1.02,0.89,1199.1,3.99,0.05,Lyr,0,2015
KOI-2638.01,Hot,rocky-iron,4.02,1.56,1.65,1242.7,2.52,0.03,Cyg,0,2015
KOI-2639.01,Hot,rocky-iron,11.61,2.06,2.73,735.9,25.11,0.17,Dra,0,2015
KOI-2641.01,Hot,rocky-iron,0.61,0.90,0.76,1300.7,3.56,0.04,Cyg,0,2015
KOI-2643.01,Hot,rocky-iron,2.80,1.41,1.41,772.5,9.08,0.08,Lyr,0,2015
KOI-2647.01,Hot,rocky-iron,3.32,1.48,1.52,816.7,8.84,0.08,Cyg,0,2015
KOI-2649.01,Hot,rocky-iron,1.84,1.25,1.18,927.3,7.56,0.08,Lyr,0,2015
KOI-2650.01,Warm,rocky-iron,1.84,1.25,1.18,300.0,34.99,0.16,Cyg,1,2015
KOI-2650.02,Hot,rocky-iron,0.39,0.78,0.63,478.5,7.05,0.05,Cyg,0,2015
KOI-2652.01,Hot,rocky-iron,18.80,2.31,3.52,675.5,16.13,0.11,Lyr,0,2015
KOI-2654.01,Hot,rocky-iron,6.14,1.75,2.01,775.5,13.56,0.11,Cyg,0,2015
KOI-2655.01,Hot,rocky-iron,6.27,1.76,2.03,718.4,16.30,0.12,Cyg,0,2015
KOI-2656.01,Hot,rocky-iron,2.16,1.31,1.26,1100.1,6.77,0.07,Cyg,0,2015
KOI-2657.01,Hot,rocky-iron,0.11,0.52,0.39,922.1,5.22,0.06,Cyg,0,2015
KOI-2658.01,Hot,rocky-iron,5.27,1.68,1.87,881.2,11.66,0.10,Lyr,0,2015
KOI-2660.01,Hot,rocky-iron,25.45,2.47,4.17,818.1,18.02,0.14,Cyg,0,2015
KOI-2662.01,Hot,rocky-iron,0.11,0.52,0.39,609.4,2.10,0.02,Lyr,0,2015
KOI-2663.01,Hot,rocky-iron,0.24,0.67,0.53,796.2,9.89,0.09,Cyg,0,2015
KOI-2664.01,Hot,rocky-iron,17.43,2.27,3.38,539.0,28.84,0.17,Cyg,0,2015
KOI-2666.01,Hot,rocky-iron,26.93,2.50,4.31,460.9,64.04,0.29,Lyr,0,2015
KOI-2668.01,Hot,rocky-iron,1.84,1.25,1.18,1850.0,0.68,0.01,Lyr,0,2015
KOI-2674.02,Hot,rocky-iron,1.05,1.06,0.94,971.8,11.17,0.10,Cyg,0,2015
KOI-2674.03,Hot,rocky-iron,1.02,1.05,0.93,1572.1,2.54,0.04,Cyg,0,2015
KOI-2675.01,Hot,rocky-iron,6.83,1.80,2.11,965.5,5.45,0.06,Cyg,0,2015
KOI-2675.02,Hot,rocky-iron,0.49,0.84,0.69,1594.5,1.12,0.02,Cyg,0,2015
KOI-2681.02,Hot,rocky-iron,6.55,1.78,2.07,540.7,22.25,0.14,Cyg,0,2015
KOI-2687.01,Hot,rocky-iron,4.11,1.57,1.67,2163.0,1.72,0.03,Cyg,0,2015
KOI-2687.02,Hot,rocky-iron,11.84,2.07,2.76,1308.1,8.17,0.09,Cyg,0,2015
KOI-2693.01,Hot,rocky-iron,0.78,0.97,0.83,795.7,4.08,0.04,Lyr,0,2015
KOI-2693.02,Hot,rocky-iron,0.81,0.98,0.85,574.4,11.42,0.09,Lyr,0,2015
KOI-2693.03,Hot,rocky-iron,0.51,0.85,0.71,673.2,6.83,0.06,Lyr,0,2015
KOI-2694.01,Hot,rocky-iron,4.11,1.57,1.67,1579.8,0.84,0.02,Cyg,0,2015
KOI-2694.02,Hot,rocky-iron,5.75,1.72,1.95,818.9,6.57,0.06,Cyg,0,2015
KOI-2699.01,Hot,rocky-iron,3.57,1.51,1.57,1839.4,0.57,0.01,Lyr,0,2015
KOI-2700.01,Hot,rocky-iron,17.43,2.27,3.38,1184.5,0.91,0.01,Cyg,0,2015
KOI-2704.01,Hot,rocky-iron,12.31,2.09,2.82,407.7,4.87,0.03,Cyg,0,2015
KOI-2704.02,Hot,rocky-iron,2.80,1.41,1.41,464.5,2.98,0.02,Cyg,0,2015
KOI-2704.03,Hot,rocky-iron,24.05,2.44,4.04,354.2,8.15,0.04,Cyg,0,2015
KOI-2705.01,Hot,rocky-iron,0.24,0.67,0.53,510.1,2.89,0.03,Cyg,0,2015
KOI-2706.01,Hot,rocky-iron,6.83,1.80,2.11,1872.4,3.10,0.05,Lyr,0,2015
KOI-2707.01,Hot,rocky-iron,9.51,1.96,2.47,436.3,58.03,0.26,Cyg,0,2015
KOI-2707.02,Hot,rocky-iron,0.90,1.01,0.88,655.8,14.43,0.10,Cyg,0,2015
KOI-2707.03,Hot,rocky-iron,4.21,1.58,1.69,547.8,26.68,0.16,Cyg,0,2015
KOI-2708.01,Hot,rocky-iron,5.63,1.71,1.93,1450.0,0.87,0.02,Lyr,0,2015
KOI-2711.01,Hot,rocky-iron,5.39,1.69,1.89,1018.3,9.02,0.09,Lyr,0,2015
KOI-2711.02,Hot,rocky-iron,3.49,1.50,1.55,825.0,17.34,0.13,Lyr,0,2015
KOI-2712.01,Hot,rocky-iron,4.82,1.64,1.79,1204.4,7.51,0.08,Cyg,0,2015
KOI-2714.01,Hot,rocky-iron,6.69,1.79,2.09,998.2,14.38,0.12,Cyg,0,2015
KOI-2714.02,Hot,rocky-iron,24.97,2.46,4.13,692.4,47.32,0.26,Cyg,0,2015
KOI-2714.03,Hot,rocky-iron,20.67,2.36,3.71,457.2,184.26,0.65,Cyg,0,2015
KOI-2716.01,Hot,rocky-iron,3.32,1.48,1.52,1701.0,0.96,0.02,Cyg,0,2015
KOI-2716.02,Hot,rocky-iron,4.82,1.64,1.79,922.2,6.46,0.07,Cyg,0,2015
KOI-2717.01,Hot,rocky-iron,3.02,1.44,1.45,2387.2,0.93,0.02,Cyg,0,2015
KOI-2719.01,Hot,rocky-iron,5.63,1.71,1.93,936.3,4.12,0.05,Lyr,0,2015
KOI-2719.02,Hot,rocky-iron,5.75,1.72,1.95,344.6,106.26,0.41,Lyr,0,2015
KOI-2720.01,Hot,rocky-iron,1.60,1.20,1.11,1276.9,6.57,0.07,Cyg,0,2015
KOI-2722.01,Hot,rocky-iron,4.40,1.60,1.72,1252.7,6.12,0.07,Lyr,0,2015
KOI-2722.02,Hot,rocky-iron,4.31,1.59,1.70,1030.1,11.24,0.10,Lyr,0,2015
KOI-2722.03,Hot,rocky-iron,1.89,1.26,1.19,1429.2,4.03,0.05,Lyr,0,2015
KOI-2722.04,Hot,rocky-iron,1.89,1.26,1.19,1105.6,8.92,0.09,Lyr,0,2015
KOI-2722.05,Hot,rocky-iron,1.65,1.21,1.12,906.0,16.53,0.13,Lyr,0,2015
KOI-2723.01,Hot,rocky-iron,9.70,1.97,2.50,1447.6,1.95,0.03,Cyg,0,2015
KOI-2729.01,Hot,rocky-iron,8.41,1.90,2.33,874.9,14.89,0.12,Cyg,0,2015
KOI-2730.01,Hot,rocky-iron,0.71,0.94,0.80,1112.8,4.52,0.05,Lyr,0,2015
KOI-2732.01,Hot,rocky-iron,1.16,1.09,0.97,1071.8,7.03,0.07,Cyg,0,2015
KOI-2732.02,Hot,rocky-iron,1.16,1.09,0.97,867.1,13.61,0.12,Cyg,0,2015
KOI-2732.03,Hot,rocky-iron,2.94,1.43,1.44,563.9,54.28,0.29,Cyg,0,2015
KOI-2732.04,Hot,rocky-iron,0.53,0.86,0.72,714.7,24.56,0.17,Cyg,0,2015
KOI-2735.01,Hot,rocky-iron,2.66,1.39,1.38,1832.5,0.56,0.01,Cyg,0,2015
KOI-2736.01,Hot,rocky-iron,11.38,2.05,2.71,622.5,9.34,0.07,Dra,0,2015
KOI-2739.01,Hot,rocky-iron,5.75,1.72,1.95,855.8,10.11,0.09,Lyr,0,2015
KOI-2739.02,Hot,rocky-iron,0.90,1.01,0.88,948.6,7.10,0.07,Lyr,0,2015
KOI-2742.01,Hot,rocky-iron,0.76,0.96,0.82,1274.7,0.79,0.01,Cyg,0,2015
KOI-2743.01,Hot,rocky-iron,1.35,1.14,1.04,733.9,11.87,0.09,Cyg,0,2015
KOI-2744.01,Hot,rocky-iron,24.97,2.46,4.13,390.0,109.65,0.43,Cyg,0,2015
KOI-2744.02,Hot,rocky-iron,1.19,1.10,0.99,752.7,11.62,0.10,Cyg,0,2015
KOI-2745.01,Hot,rocky-iron,18.80,2.31,3.52,758.1,15.65,0.12,Cyg,0,2015
KOI-2747.01,Hot,rocky-iron,4.51,1.61,1.74,849.5,6.26,0.06,Lyr,0,2015
KOI-2748.01,Hot,rocky-iron,2.11,1.30,1.25,628.4,23.20,0.16,Cyg,0,2015
KOI-2748.02,Hot,rocky-iron,0.96,1.03,0.90,973.5,5.78,0.06,Cyg,0,2015
KOI-2751.01,Hot,rocky-iron,23.16,2.42,3.95,486.6,24.40,0.14,Lyr,0,2015
